ADD_RD_RD	Adds RD to RD, stores the result back in RD, then updates the FLAGS accordingly
ADD_RA_CST	Adds a constant to RA, stores the result back in RA, then updates the FLAGS accordingly
ADD_RB_CST	Adds a constant to RB, stores the result back in RB, then updates the FLAGS accordingly
ADD_RC_CST	Adds a constant to RC, stores the result back in RC, then updates the FLAGS accordingly
ADD_RD_CST	Adds a constant to RD, stores the result back in RD, then updates the FLAGS accordingly
ADD_SP_CST	Adds a constant to SP, stores the result back in SP, then updates the FLAGS accordingly
ADD_BP_CST	Adds a constant to BP, stores the result back in BP, then updates the FLAGS accordingly
SUB_RA_RA	Subtracts RA from RA, stores the result back in RA, then updates the FLAGS accordingly
SUB_RA_RB	Subtracts RB from RA, stores the result back in RA, then updates the FLAGS accordingly
SUB_RA_RC	Subtracts RC from RA, stores the result back in RA, then updates the FLAGS accordingly
SUB_RA_RD	Subtracts RD from RA, stores the result back in RA, then updates the FLAGS accordingly
SUB_RB_RA	Subtracts RA from RB, stores the result back in RB, then updates the FLAGS accordingly
SUB_RB_RB	Subtracts RB from RB, stores the result back in RB, then updates the FLAGS accordingly
SUB_RB_RC	Subtracts RC from RB, stores the result back in RB, then updates the FLAGS accordingly
SUB_RB_RD	Subtracts RD from RB, stores the result back in RB, then updates the FLAGS accordingly
SUB_RC_RA	Subtracts RA from RC, stores the result back in RC, then updates the FLAGS accordingly
SUB_RC_RB	Subtracts RB from RC, stores the result back in RC, then updates the FLAGS accordingly
SUB_RC_RC	Subtracts RC from RC, stores the result back in RC, then updates the FLAGS accordingly
SUB_RC_RD	Subtracts RD from RC, stores the result back in RC, then updates the FLAGS accordingly
SUB_RD_RA	Subtracts RA from RD, stores the result back in RD, then updates the FLAGS accordingly
SUB_RD_RB	Subtracts RB from RD, stores the result back in RD, then updates the FLAGS accordingly
SUB_RD_RC	Subtracts RC from RD, stores the result back in RD, then updates the FLAGS accordingly
SUB_RD_RD	Subtracts RD from RD, stores the result back in RD, then updates the FLAGS accordingly
SUB_RA_CST	Subtracts a constant from RA, stores the result back in RA, then updates the FLAGS accordingly
SUB_RB_CST	Subtracts a constant from RB, stores the result back in RB, then updates the FLAGS accordingly
SUB_RC_CST	Subtracts a constant from RC, stores the result back in RC, then updates the FLAGS accordingly
SUB_RD_CST	Subtracts a constant from RD, stores the result back in RD, then updates the FLAGS accordingly
SUB_SP_CST	Subtracts a constant from SP, stores the result back in SP, then updates the FLAGS accordingly
SUB_BP_CST	Subtracts a constant from BP, stores the result back in BP, then updates the FLAGS accordingly
CMP_RA_RA	Compares RA to RA, then updates the FLAGS accordingly
CMP_RA_RB	Compares RA to RB, then updates the FLAGS accordingly
CMP_RA_RC	Compares RA to RC, then updates the FLAGS accordingly
CMP_RA_RD	Compares RA to RD, then updates the FLAGS accordingly
CMP_RB_RA	Compares RB to RA, then updates the FLAGS accordingly
CMP_RB_RB	Compares RB to RB, then updates the FLAGS accordingly
CMP_RB_RC	Compares RB to RC, then updates the FLAGS accordingly
CMP_RB_RD	Compares RB to RD, then updates the FLAGS accordingly
CMP_RC_RA	Compares RC to RA, then updates the FLAGS accordingly
CMP_RC_RB	Compares RC to RB, then updates the FLAGS accordingly
CMP_RC_RC	Compares RC to RC, then updates the FLAGS accordingly
CMP_RC_RD	Compares RC to RD, then updates the FLAGS accordingly
CMP_RD_RA	Compares RD to RA, then updates the FLAGS accordingly
CMP_RD_RB	Compares RD to RB, then updates the FLAGS accordingly
CMP_RD_RC	Compares RD to RC, then updates the FLAGS accordingly
CMP_RD_RD	Compares RD to RD, then updates the FLAGS accordingly
CMP_RA_CST	Compares RA to a constant, then updates the FLAGS accordingly
CMP_RB_CST	Compares RB to a constant, then updates the FLAGS accordingly
CMP_RC_CST	Compares RC to a constant, then updates the FLAGS accordingly
CMP_RD_CST	Compares RD to a constant, then updates the FLAGS accordingly
OR_RA_RA	Performs a bitwise OR of RA and RA, stores the result back in RA, then updates the FLAGS accordingly
OR_RA_RB	Performs a bitwise OR of RA and RB, stores the result back in RA, then updates the FLAGS accordingly
OR_RA_RC	Performs a bitwise OR of RA and RC, stores the result back in RA, then updates the FLAGS accordingly
OR_RA_RD	Performs a bitwise OR of RA and RD, stores the result back in RA, then updates the FLAGS accordingly
OR_RB_RA	Performs a bitwise OR of RB and RA, stores the result back in RB, then updates the FLAGS accordingly
OR_RB_RB	Performs a bitwise OR of RB and RB, stores the result back in RB, then updates the FLAGS accordingly
OR_RB_RC	Performs a bitwise OR of RB and RC, stores the result back in RB, then updates the FLAGS accordingly
OR_RB_RD	Performs a bitwise OR of RB and RD, stores the result back in RB, then updates the FLAGS accordingly
OR_RC_RA	Performs a bitwise OR of RC and RA, stores the result back in RC, then updates the FLAGS accordingly
OR_RC_RB	Performs a bitwise OR of RC and RB, stores the result back in RC, then updates the FLAGS accordingly
OR_RC_RC	Performs a bitwise OR of RC and RC, stores the result back in RC, then updates the FLAGS accordingly
OR_RC_RD	Performs a bitwise OR of RC and RD, stores the result back in RC, then updates the FLAGS accordingly
OR_RD_RA	Performs a bitwise OR of RD and RA, stores the result back in RD, then updates the FLAGS accordingly
OR_RD_RB	Performs a bitwise OR of RD and RB, stores the result back in RD, then updates the FLAGS accordingly
OR_RD_RC	Performs a bitwise OR of RD and RC, stores the result back in RD, then updates the FLAGS accordingly
OR_RD_RD	Performs a bitwise OR of RD and RD, stores the result back in RD, then updates the FLAGS accordingly
OR_RA_CST	Performs a bitwise OR of RA and a constant, stores the result back in RA, then updates the FLAGS accordingly
OR_RB_CST	Performs a bitwise OR of RB and a constant, stores the result back in RB, then updates the FLAGS accordingly
OR_RC_CST	Performs a bitwise OR of RC and a constant, stores the result back in RC, then updates the FLAGS accordingly
OR_RD_CST	Performs a bitwise OR of RD and a constant, stores the result back in RD, then updates the FLAGS accordingly
AND_RA_RA	Performs a bitwise AND of RA and RA, stores the result back in RA, then updates the FLAGS accordingly
AND_RA_RB	Performs a bitwise AND of RA and RB, stores the result back in RA, then updates the FLAGS accordingly
AND_RA_RC	Performs a bitwise AND of RA and RC, stores the result back in RA, then updates the FLAGS accordingly
AND_RA_RD	Performs a bitwise AND of RA and RD, stores the result back in RA, then updates the FLAGS accordingly
AND_RB_RA	Performs a bitwise AND of RB and RA, stores the result back in RB, then updates the FLAGS accordingly
AND_RB_RB	Performs a bitwise AND of RB and RB, stores the result back in RB, then updates the FLAGS accordingly
AND_RB_RC	Performs a bitwise AND of RB and RC, stores the result back in RB, then updates the FLAGS accordingly
AND_RB_RD	Performs a bitwise AND of RB and RD, stores the result back in RB, then updates the FLAGS accordingly
AND_RC_RA	Performs a bitwise AND of RC and RA, stores the result back in RC, then updates the FLAGS accordingly
AND_RC_RB	Performs a bitwise AND of RC and RB, stores the result back in RC, then updates the FLAGS accordingly
AND_RC_RC	Performs a bitwise AND of RC and RC, stores the result back in RC, then updates the FLAGS accordingly
AND_RC_RD	Performs a bitwise AND of RC and RD, stores the result back in RC, then updates the FLAGS accordingly
AND_RD_RA	Performs a bitwise AND of RD and RA, stores the result back in RD, then updates the FLAGS accordingly
AND_RD_RB	Performs a bitwise AND of RD and RB, stores the result back in RD, then updates the FLAGS accordingly
AND_RD_RC	Performs a bitwise AND of RD and RC, stores the result back in RD, then updates the FLAGS accordingly
AND_RD_RD	Performs a bitwise AND of RD and RD, stores the result back in RD, then updates the FLAGS accordingly
AND_RA_CST	Performs a bitwise AND of RA and a constant, stores the result back in RA, then updates the FLAGS accordingly
AND_RB_CST	Performs a bitwise AND of RB and a constant, stores the result back in RB, then updates the FLAGS accordingly
AND_RC_CST	Performs a bitwise AND of RC and a constant, stores the result back in RC, then updates the FLAGS accordingly
AND_RD_CST	Performs a bitwise AND of RD and a constant, stores the result back in RD, then updates the FLAGS accordingly
XOR_RA_RA	Performs a bitwise XOR of RA and RA, stores the result back in RA, then updates the FLAGS accordingly
XOR_RA_RB	Performs a bitwise XOR of RA and RB, stores the result back in RA, then updates the FLAGS accordingly
XOR_RA_RC	Performs a bitwise XOR of RA and RC, stores the result back in RA, then updates the FLAGS accordingly
XOR_RA_RD	Performs a bitwise XOR of RA and RD, stores the result back in RA, then updates the FLAGS accordingly
XOR_RB_RA	Performs a bitwise XOR of RB and RA, stores the result back in RB, then updates the FLAGS accordingly
XOR_RB_RB	Performs a bitwise XOR of RB and RB, stores the result back in RB, then updates the FLAGS accordingly
XOR_RB_RC	Performs a bitwise XOR of RB and RC, stores the result back in RB, then updates the FLAGS accordingly
XOR_RB_RD	Performs a bitwise XOR of RB and RD, stores the result back in RB, then updates the FLAGS accordingly
XOR_RC_RA	Performs a bitwise XOR of RC and RA, stores the result back in RC, then updates the FLAGS accordingly
XOR_RC_RB	Performs a bitwise XOR of RC and RB, stores the result back in RC, then updates the FLAGS accordingly
XOR_RC_RC	Performs a bitwise XOR of RC and RC, stores the result back in RC, then updates the FLAGS accordingly
XOR_RC_RD	Performs a bitwise XOR of RC and RD, stores the result back in RC, then updates the FLAGS accordingly
XOR_RD_RA	Performs a bitwise XOR of RD and RA, stores the result back in RD, then updates the FLAGS accordingly
XOR_RD_RB	Performs a bitwise XOR of RD and RB, stores the result back in RD, then updates the FLAGS accordingly
XOR_RD_RC	Performs a bitwise XOR of RD and RC, stores the result back in RD, then updates the FLAGS accordingly
XOR_RD_RD	Performs a bitwise XOR of RD and RD, stores the result back in RD, then updates the FLAGS accordingly
XOR_RA_CST	Performs a bitwise XOR of RA and a constant, stores the result back in RA, then updates the FLAGS accordingly
XOR_RB_CST	Performs a bitwise XOR of RB and a constant, stores the result back in RB, then updates the FLAGS accordingly
XOR_RC_CST	Performs a bitwise XOR of RC and a constant, stores the result back in RC, then updates the FLAGS accordingly
XOR_RD_CST	Performs a bitwise XOR of RD and a constant, stores the result back in RD, then updates the FLAGS accordingly
NOT_RA	Performs a bitwise NOT of RA, stores the result back in RA, then updates the FLAGS accordingly
NOT_RB	Performs a bitwise NOT of RB, stores the result back in RB, then updates the FLAGS accordingly
NOT_RC	Performs a bitwise NOT of RC, stores the result back in RC, then updates the FLAGS accordingly
NOT_RD	Performs a bitwise NOT of RD, stores the result back in RD, then updates the FLAGS accordingly
INC_RA	Increments RA by 1, then updates the FLAGS accordingly
INC_RB	Increments RB by 1, then updates the FLAGS accordingly
INC_RC	Increments RC by 1, then updates the FLAGS accordingly
INC_RD	Increments RD by 1, then updates the FLAGS accordingly
DEC_RA	Decrements RA by 1, then updates the FLAGS accordingly
DEC_RB	Decrements RB by 1, then updates the FLAGS accordingly
DEC_RC	Decrements RC by 1, then updates the FLAGS accordingly
DEC_RD	Decrements RD by 1, then updates the FLAGS accordingly
SHL_RA	Performs a left bitwise shift of RA by 1 bit
SHR_RA	Performs a right bitwise shift of RA by 1 bit
JC_CST	Jumps to the given short address (same code segment) if the carry flag is set
JN_CST	Jumps to the given short address (same code segment) if the negative flag is set
JZ_CST	Jumps to the given short address (same code segment) if the zero flag is set
GOTO_CST	Jumps to the given short address (same code segment)
LJC_DCST	Jumps to the given long address if the carry flag is set
LJN_DCST	Jumps to the given long address if the negative flag is set
LJZ_DCST	Jumps to the given long address if the zero flag is set
LGOTO_DCST	Jumps to the given long address
LGOTO_RCRD	Jumps to the long address specified by RC:RD
LCALL_DCST	Calls the given long address
LCALL_RCRD	Calls the long address specified by RC:RD
RET	Returns from a call
RET_CST	Returns from a call and decrements the stack pointer by a constant
IRET	Returns from an interrupt
CID	Clears the interrupt disable flag
SID	Sets the interrupt disable flag
CLC	Clears the carry flag
SEC	Sets the carry flag
